domain,org_type,org_name,source,source_ref,is_active,notes
erk.se,enskild_huvudman,STIFTELSEN SVERIGEFINSKA SKOLAN I E-TUNA /ERK/,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8180013396,true,
esn.se,enskild_huvudman,Engelska Skolor och Förskolor i Sverige AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5565699302,true,
estetiska.se,enskild_huvudman,STOCKHOLMS ESTETISKA GYMNASIUM EK. FÖR.,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696029995,true,
estetiskaskolan.se,enskild_huvudman,ESTETISKA SKOLAN ARVIKA,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8740020212,true,
estniskaskolan.se,enskild_huvudman,ESTNISKA SKOLAN I STOCKHOLM,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8020058908,true,
etecteknikutbildning.se,enskild_huvudman,Etec Teknikutbildning AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5562216027,true,
europaporten.nu,enskild_huvudman,Europaportens Skolor AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5568350572,true,
europaskolan.se,enskild_huvudman,Europaskolan Vårfruberga AB,official_org_site,https://europaskolan.se/,true,confirmed_from_skolverket_missing_url_queue;school_unit=Vårfruberga friskola(AKTIV)
eviagruppen.se,enskild_huvudman,Evia Utveckling AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5567379093,true,
exceleducation.se,enskild_huvudman,Profilfriskolan Excel AB (svb),skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5590306964,true,
facebook.com,enskild_huvudman,LILLA NACKA AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5568963564,true,
falufri.se,enskild_huvudman,FALU FRIGYMNASIUM AKTIEBOLAG,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566112834,true,
famn.se,enskild_huvudman,Famn AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566207113,true,
fare.se,enskild_huvudman,Skolföreningen Växthuset Ekonomisk förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696004154,true,
filosofiska.nu,enskild_huvudman,Filosofiska i Sverige AB (svb),skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5568674252,true,
fjarilensskola.se,enskild_huvudman,Slutplattan FOTIV 108906 AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5591467666,false,
flenskristnaskola.se,enskild_huvudman,Flens Kristna Skola AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5568505191,true,
floristutbildning.se,enskild_huvudman,Munkeröds Hotell och Matsal AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5562067495,true,
flyinge.se,enskild_huvudman,FLYINGE AKTIEBOLAG,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5563792927,true,
fogdarod.se,enskild_huvudman,"Föreningen Fogdaröd omsorg, vård & skola upa ek. för.",skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7420002045,true,
forshagaakademin.se,enskild_huvudman,ForshagaAkademin AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566205737,true,
forskolenatet.se,enskild_huvudman,FÖRSKOLENÄTET AKTIEBOLAG,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5564802956,true,
forsviksfriskola.nu,enskild_huvudman,FORSVIKS FRISKOLA,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8655010661,true,
framtidensforskolor.se,enskild_huvudman,Framtidens Skolor i Västernorrland AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5569992224,false,
framtidskompassen.se,enskild_huvudman,FRAMTIDSKOMPASSEN AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5567865943,true,
franskaskolan.se,enskild_huvudman,STIFTELSEN FRANSKA SKOLAN,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8020061530,true,
fredkullaskolan.se,enskild_huvudman,FÖRENINGEN FÖR WALDORFPEDAGOGIK I KUNGÄLV,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8533007038,true,
fredrikshov.se,enskild_huvudman,STIFTELSEN CARPE DIEM,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8020178060,true,
fredsbergsskola.se,enskild_huvudman,Fredsbergs Friskola ekonomisk förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696207443,true,
fredsborgskolan.se,enskild_huvudman,Fredsborgskolan AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5567317416,true,
fredsduvan.com,enskild_huvudman,MONTESSORISKOLAN FREDSDUVAN AKTIEBOLAG,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5564625308,true,
freinetskolan.se,enskild_huvudman,"FREINETSKOLAN I LUND,IDEELL FÖRENING",skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8450030203,true,
freinetskolanhugin.se,enskild_huvudman,Freinetskolan Hugin Ekonomisk förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696188189,true,
friaemilia.se,enskild_huvudman,Friskola Fria Emilia Boden ekonomisk förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696083455,true,
friamaria.com,enskild_huvudman,FRISKOLAN FRIA MARIA BARNSKOLA EK. FÖR.,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696057079,true,
friaskolan.se,enskild_huvudman,PERSONAL- OCH FÖRÄLDRAKOOPERATIVET SKARPNÄCKS FR,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696021463,false,
fridaskolan.se,enskild_huvudman,Fridaskolorna AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5564515988,true,
fridhemsskolan.se,enskild_huvudman,FRIDHEMS FRISKOLAS EKONOMISKA FÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696014781,true,
friluftsgymnasiet.se,enskild_huvudman,Energy Outdoor Sweden AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5568111198,false,
friskola.info,enskild_huvudman,NATIONELLT SPRÅKUTVECKLINGSCENTER I OXELÖSUND AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5564948403,true,
friskola.nu,enskild_huvudman,SÖDERTÖRNS FRISKOLA EKONOMISK FÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696004238,true,
friskolan.nu,enskild_huvudman,MONA HURTIG SKOL AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5565204129,true,
friskolanasken.se,enskild_huvudman,Friskolan Asken Aktiebolag,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5567481071,true,
friskolanboken.se,enskild_huvudman,Ciconias Ekonomisk förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696141428,true,
friskolanhastens.se,enskild_huvudman,Friskolan och Fritidshemmet Hästens AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5565858536,true,
friskolankarlavagnen.se,enskild_huvudman,FRISKOLAN K-V EKONOMISK FÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696096416,true,
friskolanmetis.com,enskild_huvudman,LÄROCENTRUM I SKARA EKONOMISK FÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696068381,true,
friskolanmosaik.se,enskild_huvudman,Friskolan Mosaik i Falun ekonomisk förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696149751,true,
friskolanvg.se,enskild_huvudman,FRISKOLAN VINTERGATAN EKONOMISK FÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696065718,true,
fryshuset.se,enskild_huvudman,STIFTELSEN FRYSHUSET,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8020111582,true,
fryx.se,enskild_huvudman,STIFTELSEN FRYX,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8780016211,true,
fsskolan.se,enskild_huvudman,STIFTELSEN FRAMSTEGSSKOLAN,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8020161926,false,
furuboda.se,enskild_huvudman,FÖRENINGEN FURUBODA UTBILDNING OCH KOMPETENSCENTRUM,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8382005281,true,
futuraskolan.se,enskild_huvudman,FUTURASKOLAN AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566095047,true,
fyrenekalmen.se,enskild_huvudman,Fyren EkAlmen AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5568568629,true,
fyrkappan.se,enskild_huvudman,MONTESSORISKOLAN FYRKAPPAN EKONOMISK FÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696097760,true,
gadden.se,enskild_huvudman,FÖRÄLDRAKOOP.GADDEN EK.FÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7164481132,true,
gamlebyvikensfriskola.se,enskild_huvudman,Josua Education AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5590945852,true,
gardebyfriskola.se,enskild_huvudman,GÅRDEBY FRISKOLA EKONOMISK FÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696011993,false,
gfwg.se,enskild_huvudman,INSAMLINGSSTIFTELSEN GÖTEBORGS FRIA WALDORFGYMNASIUM,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8024794060,false,
gislavedmontessori.se,enskild_huvudman,Montessorifriskolan i Gislaved Ekonomiska förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696123103,true,
gklaven.se,enskild_huvudman,G-KLAVEN AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566033592,true,
gks.nu,enskild_huvudman,FÖRENINGEN FÖR GEFLE KRISTNA SKOLA,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8850018683,true,
globen.nu,enskild_huvudman,ALINGSÅS MONTESSORI SKOLA GLOBEN,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8640009794,true,
gnestawaldorfskola.se,enskild_huvudman,GNESTA WALDORFSKOLEFÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8190013030,true,
gnosiaskolan.se,enskild_huvudman,Gnosiaskolan AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5568854441,false,
gokompetens.se,enskild_huvudman,G.O. KOMPETENS TRANSPORTGYMNASIUM AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566412549,true,
goranssonskaskolan.com,enskild_huvudman,SANDVIK UTBILDNINGSAKTIEBOLAG,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5563048791,true,
gottepasen.se,enskild_huvudman,Torbjörntorps Förskola och Fritidshem Gottepåsen EK FÖR,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7164105434,true,
gottnebygden.se,enskild_huvudman,GOTTNEBYGDENS SAMHÄLLSFÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8896011528,true,
gottskargrundskola.se,enskild_huvudman,Gottskär Grundskola Ekonomisk förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696013361,true,
granbergsdalsskola.se,enskild_huvudman,"Granbergsdals skola, Ekonomisk förening",skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7164532033,true,
grantomta.se,enskild_huvudman,GRANTOMTA MONTESSORISTIFTELSE,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8140009518,true,
grenadjarskolan.se,enskild_huvudman,STIFTELSEN GRENADJÄRSKOLAN,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8750024062,true,
grillska.se,enskild_huvudman,STADSMISSIONENS SKOLSTIFTELSE,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8020170794,true,
gryningeskolan.se,enskild_huvudman,JOHAI AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566446224,false,
gtc.com,enskild_huvudman,Göteborgs Tekniska College Aktiebolag,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5565706768,true,original_url=www.gtg.se & www.gtc.com
gti.se,enskild_huvudman,GÖTEBORGS TEKNISKA INSTITUT AKTIEBOLAG,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5562358993,true,
guteskolan.se,enskild_huvudman,Guteskolan AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5567044267,true,
gygripen.se,enskild_huvudman,Gymnasieskolan Gripen AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5567622682,true,
habiliteket.se,enskild_huvudman,HABILITEKET AKTIEBOLAG,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5564842416,true,
hagernasstrandskolan.se,enskild_huvudman,Termino C 2601 AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5568921984,false,
hagmarken.com,enskild_huvudman,Hagmarkens Förskola/Skola AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566688361,true,
hagstromska.se,enskild_huvudman,Hagströmska Gymnasiet AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5567550461,true,
halleberg.se,enskild_huvudman,HÄLLEBERGSFÖRSAMLINGEN,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8585000410,true,
hallforsskola.se,enskild_huvudman,HÄLLFORSHEDENS FRISKOLA EKONOMISK FÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696017008,true,
halsingegymnasiet.se,enskild_huvudman,Hälsingegymnasiet AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5567600886,true,
hammenhogsfriskola.se,enskild_huvudman,Hammenhögs Friskola ek. för.,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696257885,true,
hamnaskolan.se,enskild_huvudman,Ellithan AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5568042070,true,
haningemontessoriskola.se,enskild_huvudman,HANINGE MONTESSORISKOLA AKTIEBOLAG,skolverket_organizer_email,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5565927026,true,confirmed_from_skolverket_missing_url_queue;school_unit=Haninge Montessoriskola(AKTIV)
hannaskolan.nu,enskild_huvudman,STIFTELSEN HANNASKOLAN,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8750023650,true,
hannaskolan.se,enskild_huvudman,UMEÅ KRISTNA SKOLFÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8024231154,true,
hantverksakademin.se,enskild_huvudman,Hantverksakademin i Sverige AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566998208,true,
haslovsbyaskola.nu,enskild_huvudman,Pimapos skola och fritids AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5564946530,true,
hasslovsskola.se,enskild_huvudman,HASSLÖV SKOLA IDEELL FÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8492022150,true,
hbgsportgymnasium.com,enskild_huvudman,Helsingborgs Sportgymnasium AB,skolverket_organizer_email,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5591204101,true,confirmed_from_skolverket_missing_url_queue;school_unit=Helsingborgs Sportgymnasium(AKTIV)
helias.se,enskild_huvudman,Heliås Kunskapscentrum AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5568154552,true,
hermods.se,enskild_huvudman,Hermods Aktiebolag,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5560440017,true,
hietaniemifriskola.se,enskild_huvudman,HIETANIEMI FRISKOLEFÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8976010887,true,
hillel.nu,enskild_huvudman,FÖRENINGEN HILLEL,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8020058411,true,
hogakustenteoretiskagymnasium.se,enskild_huvudman,Honesta Gymnasieskolor AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5590258108,true,
honesta.se,enskild_huvudman,Honesta Skolutveckling AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5569173635,true,
hornsjofriskola.se,enskild_huvudman,Hörnsjö fastigheter ekonomisk förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696042188,false,
hosiannaskolan.se,enskild_huvudman,STIFTELSEN NORDANSTIGS KRISTNA CENTER,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8875012570,true,
hotmail.se,enskild_huvudman,Torsö Skärgårdsskola Ekonomisk förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696198865,true,
huddungebyskola.se,enskild_huvudman,Huddunge Byskola ekonomisk förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696146880,true,
hudikgymnasiet.se,enskild_huvudman,Hudiksvalls Gymnasieskola AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5590053723,true,
humanus.se,enskild_huvudman,HUMANUS UTBILDNING SYD AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5565081188,false,
humfryskolan.se,enskild_huvudman,Humfry Utbildning AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5567292478,false,
hule.education,enskild_huvudman,HuleEdu,operator_override,user_confirmed_2026-03-30,true,alpha_poc_allowlist_seed
hushallningssallskapet.se,enskild_huvudman,HUSHÅLLNINGSSÄLLSKAPET KALMAR-KRONOBERG-BLEKINGE,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/2620000071,true,
hvbekekullen.se,enskild_huvudman,Nytida Riggen AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566127097,false,
hvilanutbildning.se,enskild_huvudman,Hvilan Utbildning AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566066980,true,
hyg.se,enskild_huvudman,Hörby Yrkesgymnasium AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5568212939,true,
hylliepark.se,enskild_huvudman,Hyllie Park Aktiebolag,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5564918356,true,
idrottsgymnasiet.se,enskild_huvudman,Stockholms Idrottsgymnasium AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5567379226,true,
idunskolan.se,enskild_huvudman,IDUNSTIFTELSEN FÖR WALDORFPEDAGOGIK,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8024782230,true,
imanskolan.se,enskild_huvudman,STIFTELSEN IMANSKOLAN,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8176034323,false,
immanuelskolan.se,enskild_huvudman,STIFTELSEN IMMANUEL,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8826020722,true,
ingridskolan.se,enskild_huvudman,INGRIDSKOLAN AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566222013,true,
initcollege.com,enskild_huvudman,Edinit AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5563114445,false,
insu.se,enskild_huvudman,Elteknikbranschens Gymnasium i Nyköping AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5567106637,true,
intermilia.se,enskild_huvudman,FRIA INTERMILIA SKOLAN,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8240008709,false,
iofi.se,enskild_huvudman,Individ och familjeinsatser (IOFI) AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5569990160,true,
isgr.se,enskild_huvudman,GÖTEBORGSREGIONENS INTERNATIONELLA SKOLA AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5565275657,true,
isgy.se,enskild_huvudman,STIFTELSEN INGRID SEGERSTEDTS GYMNASIUM,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8572088824,true,
islamiccenter.se,enskild_huvudman,ISLAMIC CENTERS FÖRSAMLING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8460039251,true,
iurochskur.se,enskild_huvudman,"I Ur och Skur Mullebo, Ekonomisk förening",skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696008585,true,
iurochskurmullekojan.se,enskild_huvudman,PERSONALKOOPERATIVET I UR OCH SKUR MULLEKOJANS E,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696002984,true,
iurochskurutsikten.se,enskild_huvudman,I UR OCH SKUR UTSIKTEN EKONOMISK FÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696000855,true,
jagkan.se,enskild_huvudman,Nytida Jag Kan AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5563837334,false,
jarbofriskola.se,enskild_huvudman,JÄRBO FRISKOLA,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8024478847,true,
jarnafriskola.se,enskild_huvudman,JÄRNA FRISKOLA AKTIEBOLAG,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5565713210,false,
jarvagymnasium.se,enskild_huvudman,Centrum för gymnasieutbildning i Sverige AB,official_org_site,https://jarvagymnasium.se/,true,confirmed_from_skolverket_missing_url_queue;school_unit=Järva Gymnasium(AKTIV)
jarvaskolan.se,enskild_huvudman,Järvaskolan AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5569572315,true,
jarvgym.se,enskild_huvudman,Mästaren 22 AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5591656151,true,
jenseneducation.se,enskild_huvudman,JENSEN EDUCATION COLLEGE AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566358759,true,
jks.se,enskild_huvudman,JÖNKÖPINGS KRISTNA SKOLFÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8260017648,true,
jonsbergska.se,enskild_huvudman,Jönsbergska Idrottsskolan Norrköping AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566765920,true,
josefinaskolan.se,enskild_huvudman,STIFTELSEN JOSEFINASKOLAN,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8148007258,true,
josua.se,enskild_huvudman,STIFTELSEN JOSUA,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8336005544,true,
jungsfriskola.se,enskild_huvudman,Jungs Friskola Ekonomisk förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696199566,false,
kajanfriskola.se,enskild_huvudman,Kajan anpassad grund- och gymnasieskola AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5566945795,true,
kallskolan.se,enskild_huvudman,FÖRENINGEN FÖR KRISTEN SKOLA I UPPLANDS-BRO,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8132004659,true,
kalmarwaldorfskola.se,enskild_huvudman,STIFTELSEN KALMAR WALDORFSKOLA,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8324012288,true,
kangosskola.se,enskild_huvudman,KANGOS KULTUR OCH EKOLOGISKOLA,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8976008238,true,
karlshamnmontessori.se,enskild_huvudman,KARLSHAMNS MONTESSORI-SKOLA- EKONOMISK FÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696004071,true,
karlskronamontessori.se,enskild_huvudman,KARLSKRONA MONTESSORIFRISKOLA AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5565030599,true,
karlskronasprakskola.se,enskild_huvudman,Bastasjö Friskola AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5568076375,true,
karlslundsskolan.se,enskild_huvudman,KARLSLUNDS IF FK,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8750008438,true,
karlstadsglobala.se,enskild_huvudman,Global bildning AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5592340144,true,
kastanjen.nu,enskild_huvudman,FREINETSKOLAN KASTANJEN EKONOMISK FÖRENING,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696000590,true,
kastanjeskolan.nu,enskild_huvudman,FÖRENINGEN KASTANJESKOLAN,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8465016791,true,
kastellskolan.se,enskild_huvudman,KASTELLSKOLAN,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8880008365,true,
katarinaskolan.se,enskild_huvudman,HELIGA KATARINAS SKOLSTIFTELSE,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8176030867,true,
kgy.se,enskild_huvudman,VÄSTERÅS ENTREPRENÖRSGYMNASIUM,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/8176058942,true,
kilowattskolan.se,enskild_huvudman,Kilowatt AB,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/5568865801,false,
kingelstadbyskola.se,enskild_huvudman,Kingelstad Byskola Handelsbolag,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/9697616556,true,
klippansfriskola.se,enskild_huvudman,Klippans friskola Ekonomisk förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7696315089,false,
kmskola.se,enskild_huvudman,Kullaviks Montessoriskola Ekonomisk förening,skolverket_organizer_api,https://api.skolverket.se/skolenhetsregistret/v2/organizers/7164422243,true,
