cid,hazard_key,display_name,compound_url,candidate_index,candidate_url,candidate_source,likely_sds
1118,H2SO4,Svavelsyra (H2SO4),https://pubchem.ncbi.nlm.nih.gov/compound/1118,4,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
1118,H2SO4,Svavelsyra (H2SO4),https://pubchem.ncbi.nlm.nih.gov/compound/1118,5,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
1176,CH4N2O,Urea,https://pubchem.ncbi.nlm.nih.gov/compound/1176,0,https://www.cas.org/sites/default/files/documents/chemical-safety-library-terms.pdf,safety,false
1176,CH4N2O,Urea,https://pubchem.ncbi.nlm.nih.gov/compound/1176,1,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
3776,C3H8O,Isopropanol,https://pubchem.ncbi.nlm.nih.gov/compound/3776,0,http://www-ehs.ucsd.edu/lab/pdf/kelly_peroxides.pdf,safety,false
3776,C3H8O,Isopropanol,https://pubchem.ncbi.nlm.nih.gov/compound/3776,1,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
3776,C3H8O,Isopropanol,https://pubchem.ncbi.nlm.nih.gov/compound/3776,2,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
3776,C3H8O,Isopropanol,https://pubchem.ncbi.nlm.nih.gov/compound/3776,3,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1076.pdf,safety,false
3776,C3H8O,Isopropanol,https://pubchem.ncbi.nlm.nih.gov/compound/3776,4,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
3776,C3H8O,Isopropanol,https://pubchem.ncbi.nlm.nih.gov/compound/3776,5,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
3939,LiOH,Litiumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/3939,0,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
3939,LiOH,Litiumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/3939,1,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
4764,C20H14O4,Fenolftalein,https://pubchem.ncbi.nlm.nih.gov/compound/4764,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
4764,C20H14O4,Fenolftalein,https://pubchem.ncbi.nlm.nih.gov/compound/4764,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
4764,C20H14O4,Fenolftalein,https://pubchem.ncbi.nlm.nih.gov/compound/4764,2,https://www.nj.gov/health/eoh/rtkweb/documents/fs/4110.pdf,safety,false
4764,C20H14O4,Fenolftalein,https://pubchem.ncbi.nlm.nih.gov/compound/4764,3,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
4764,C20H14O4,Fenolftalein,https://pubchem.ncbi.nlm.nih.gov/compound/4764,4,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
4873,KCl,Kaliumklorid,https://pubchem.ncbi.nlm.nih.gov/compound/4873,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
4875,KI,Kaliumjodid,https://pubchem.ncbi.nlm.nih.gov/compound/4875,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
5234,NaCl,Natriumklorid,https://pubchem.ncbi.nlm.nih.gov/compound/5234,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
5235,NaF,Natriumfluorid,https://pubchem.ncbi.nlm.nih.gov/compound/5235,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
5235,NaF,Natriumfluorid,https://pubchem.ncbi.nlm.nih.gov/compound/5235,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
5235,NaF,Natriumfluorid,https://pubchem.ncbi.nlm.nih.gov/compound/5235,2,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1699.pdf,safety,false
5235,NaF,Natriumfluorid,https://pubchem.ncbi.nlm.nih.gov/compound/5235,3,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
5235,NaF,Natriumfluorid,https://pubchem.ncbi.nlm.nih.gov/compound/5235,4,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
5238,NaI,Natriumjodid,https://pubchem.ncbi.nlm.nih.gov/compound/5238,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
5727,ZnCl2,Zinkklorid,https://pubchem.ncbi.nlm.nih.gov/compound/5727,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
5727,ZnCl2,Zinkklorid,https://pubchem.ncbi.nlm.nih.gov/compound/5727,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
5727,ZnCl2,Zinkklorid,https://pubchem.ncbi.nlm.nih.gov/compound/5727,2,https://www.nj.gov/health/eoh/rtkweb/documents/fs/2030.pdf,safety,false
5727,ZnCl2,Zinkklorid,https://pubchem.ncbi.nlm.nih.gov/compound/5727,3,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
5727,ZnCl2,Zinkklorid,https://pubchem.ncbi.nlm.nih.gov/compound/5727,4,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
5793,C6H12O6,Glukos,https://pubchem.ncbi.nlm.nih.gov/compound/5793,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
5988,C12H22O11,Sackaros,https://pubchem.ncbi.nlm.nih.gov/compound/5988,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
6116,Ca(C2H3O2)2,Kalciumacetat,https://pubchem.ncbi.nlm.nih.gov/compound/6116,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
6125,Na2C2O4,Natriumoxalat,https://pubchem.ncbi.nlm.nih.gov/compound/6125,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
6450,C27H28Br2O5S,Bromtymolblått,https://pubchem.ncbi.nlm.nih.gov/compound/6450,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
7628,H3BO3,Borsyra,https://pubchem.ncbi.nlm.nih.gov/compound/7628,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
10112,CaCO3,Kalciumkarbonat,https://pubchem.ncbi.nlm.nih.gov/compound/10112,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
10340,Na2CO3,Natriumkarbonat,https://pubchem.ncbi.nlm.nih.gov/compound/10340,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
11029,MgCO3,Magnesit,https://pubchem.ncbi.nlm.nih.gov/compound/11029,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
11125,Li2CO3,Litiumkarbonat,https://pubchem.ncbi.nlm.nih.gov/compound/11125,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
11125,Li2CO3,Litiumkarbonat,https://pubchem.ncbi.nlm.nih.gov/compound/11125,1,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1124.pdf,safety,false
11125,Li2CO3,Litiumkarbonat,https://pubchem.ncbi.nlm.nih.gov/compound/11125,2,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
11125,Li2CO3,Litiumkarbonat,https://pubchem.ncbi.nlm.nih.gov/compound/11125,3,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
11248,FeCO3,Järnspat,https://pubchem.ncbi.nlm.nih.gov/compound/11248,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
11430,K2CO3,Kaliumkarbonat,https://pubchem.ncbi.nlm.nih.gov/compound/11430,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
11726,MnCO3,Rodokrosit,https://pubchem.ncbi.nlm.nih.gov/compound/11726,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
14013,NH4HCO3,Ammoniumvätekarbonat,https://pubchem.ncbi.nlm.nih.gov/compound/14013,0,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
14013,NH4HCO3,Ammoniumvätekarbonat,https://pubchem.ncbi.nlm.nih.gov/compound/14013,1,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0088.pdf,safety,false
14013,NH4HCO3,Ammoniumvätekarbonat,https://pubchem.ncbi.nlm.nih.gov/compound/14013,2,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
14013,NH4HCO3,Ammoniumvätekarbonat,https://pubchem.ncbi.nlm.nih.gov/compound/14013,3,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
14452,CuCO3,Kopparkarbonat,https://pubchem.ncbi.nlm.nih.gov/compound/14452,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
14778,CaO,Kalciumoxid,https://pubchem.ncbi.nlm.nih.gov/compound/14778,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
14778,CaO,Kalciumoxid,https://pubchem.ncbi.nlm.nih.gov/compound/14778,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
14778,CaO,Kalciumoxid,https://pubchem.ncbi.nlm.nih.gov/compound/14778,2,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0325.pdf,safety,false
14778,CaO,Kalciumoxid,https://pubchem.ncbi.nlm.nih.gov/compound/14778,3,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
14778,CaO,Kalciumoxid,https://pubchem.ncbi.nlm.nih.gov/compound/14778,4,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
14792,MgO,Magnesiumoxid,https://pubchem.ncbi.nlm.nih.gov/compound/14792,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
14797,KOH,Kaliumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/14797,0,https://www.cas.org/sites/default/files/documents/chemical-safety-library-terms.pdf,safety,false
14797,KOH,Kaliumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/14797,1,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
14797,KOH,Kaliumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/14797,2,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
14797,KOH,Kaliumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/14797,3,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1571.pdf,safety,false
14797,KOH,Kaliumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/14797,4,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
14797,KOH,Kaliumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/14797,5,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
14798,NaOH,Natriumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/14798,0,https://www.cas.org/sites/default/files/documents/chemical-safety-library-terms.pdf,safety,false
14798,NaOH,Natriumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/14798,1,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
14798,NaOH,Natriumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/14798,2,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
14798,NaOH,Natriumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/14798,3,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1706.pdf,safety,false
14798,NaOH,Natriumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/14798,4,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
14798,NaOH,Natriumhydroxid,https://pubchem.ncbi.nlm.nih.gov/compound/14798,5,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
14801,MnO2,Mangandioxid,https://pubchem.ncbi.nlm.nih.gov/compound/14801,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
14804,Na2S,Natriumsulfid,https://pubchem.ncbi.nlm.nih.gov/compound/14804,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
14804,Na2S,Natriumsulfid,https://pubchem.ncbi.nlm.nih.gov/compound/14804,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
14804,Na2S,Natriumsulfid,https://pubchem.ncbi.nlm.nih.gov/compound/14804,2,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1728.pdf,safety,false
14804,Na2S,Natriumsulfid,https://pubchem.ncbi.nlm.nih.gov/compound/14804,3,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
14804,Na2S,Natriumsulfid,https://pubchem.ncbi.nlm.nih.gov/compound/14804,4,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
14806,ZnO,Zinkoxid,https://pubchem.ncbi.nlm.nih.gov/compound/14806,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
14827,PbO,Blyoxider,https://pubchem.ncbi.nlm.nih.gov/compound/14827,0,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
14827,PbO,Blyoxider,https://pubchem.ncbi.nlm.nih.gov/compound/14827,1,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
14828,FeS,Järnsulfid,https://pubchem.ncbi.nlm.nih.gov/compound/14828,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
14917,HF,Fluorvätesyra,https://pubchem.ncbi.nlm.nih.gov/compound/14917,0,https://www.epa.gov/sites/default/files/2016-10/documents/hydrogen-fluoride.pdf,safety,false
14917,HF,Fluorvätesyra,https://pubchem.ncbi.nlm.nih.gov/compound/14917,1,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
14917,HF,Fluorvätesyra,https://pubchem.ncbi.nlm.nih.gov/compound/14917,2,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
14917,HF,Fluorvätesyra,https://pubchem.ncbi.nlm.nih.gov/compound/14917,3,https://www.nj.gov/health/eoh/rtkweb/documents/fs/3759.pdf,safety,false
14917,HF,Fluorvätesyra,https://pubchem.ncbi.nlm.nih.gov/compound/14917,4,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
14917,HF,Fluorvätesyra,https://pubchem.ncbi.nlm.nih.gov/compound/14917,5,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
15407,SrCO3,Strontianit,https://pubchem.ncbi.nlm.nih.gov/compound/15407,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
19005,ZnCO3,Zinkspat,https://pubchem.ncbi.nlm.nih.gov/compound/19005,0,https://www.nj.gov/health/eoh/rtkweb/documents/fs/2028.pdf,safety,false
19005,ZnCO3,Zinkspat,https://pubchem.ncbi.nlm.nih.gov/compound/19005,1,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
19005,ZnCO3,Zinkspat,https://pubchem.ncbi.nlm.nih.gov/compound/19005,2,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
22985,NH4NO3,Ammoniumnitrat,https://pubchem.ncbi.nlm.nih.gov/compound/22985,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
22985,NH4NO3,Ammoniumnitrat,https://pubchem.ncbi.nlm.nih.gov/compound/22985,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
22985,NH4NO3,Ammoniumnitrat,https://pubchem.ncbi.nlm.nih.gov/compound/22985,2,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0106.pdf,safety,false
22985,NH4NO3,Ammoniumnitrat,https://pubchem.ncbi.nlm.nih.gov/compound/22985,3,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
22985,NH4NO3,Ammoniumnitrat,https://pubchem.ncbi.nlm.nih.gov/compound/22985,4,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
23925,Fe,Järn (Fe),https://pubchem.ncbi.nlm.nih.gov/compound/23925,0,https://www.cas.org/sites/default/files/documents/chemical-safety-library-terms.pdf,safety,false
23925,Fe,Järn (Fe),https://pubchem.ncbi.nlm.nih.gov/compound/23925,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
23925,Fe,Järn (Fe),https://pubchem.ncbi.nlm.nih.gov/compound/23925,2,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
23930,Mn,Mangan,https://pubchem.ncbi.nlm.nih.gov/compound/23930,0,https://www.epa.gov/sites/default/files/2016-10/documents/manganese.pdf,safety,false
23930,Mn,Mangan,https://pubchem.ncbi.nlm.nih.gov/compound/23930,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
23930,Mn,Mangan,https://pubchem.ncbi.nlm.nih.gov/compound/23930,2,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1155.pdf,safety,false
23930,Mn,Mangan,https://pubchem.ncbi.nlm.nih.gov/compound/23930,3,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
23930,Mn,Mangan,https://pubchem.ncbi.nlm.nih.gov/compound/23930,4,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
23978,Cu,Koppar (Cu),https://pubchem.ncbi.nlm.nih.gov/compound/23978,0,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
23978,Cu,Koppar (Cu),https://pubchem.ncbi.nlm.nih.gov/compound/23978,1,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0528.pdf,safety,false
23978,Cu,Koppar (Cu),https://pubchem.ncbi.nlm.nih.gov/compound/23978,2,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
23978,Cu,Koppar (Cu),https://pubchem.ncbi.nlm.nih.gov/compound/23978,3,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
23994,Zn,Zink (Zn),https://pubchem.ncbi.nlm.nih.gov/compound/23994,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
23994,Zn,Zink (Zn),https://pubchem.ncbi.nlm.nih.gov/compound/23994,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
23994,Zn,Zink (Zn),https://pubchem.ncbi.nlm.nih.gov/compound/23994,2,https://www.nj.gov/health/eoh/rtkweb/documents/fs/2021.pdf,safety,false
23994,Zn,Zink (Zn),https://pubchem.ncbi.nlm.nih.gov/compound/23994,3,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
23994,Zn,Zink (Zn),https://pubchem.ncbi.nlm.nih.gov/compound/23994,4,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
24012,AlCl3,Aluminiumklorid,https://pubchem.ncbi.nlm.nih.gov/compound/24012,0,https://www.cas.org/sites/default/files/documents/chemical-safety-library-terms.pdf,safety,false
24012,AlCl3,Aluminiumklorid,https://pubchem.ncbi.nlm.nih.gov/compound/24012,1,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
24012,AlCl3,Aluminiumklorid,https://pubchem.ncbi.nlm.nih.gov/compound/24012,2,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
24012,AlCl3,Aluminiumklorid,https://pubchem.ncbi.nlm.nih.gov/compound/24012,3,https://www.nj.gov/health/eoh/rtkweb/documents/fs/0057.pdf,safety,false
24012,AlCl3,Aluminiumklorid,https://pubchem.ncbi.nlm.nih.gov/compound/24012,4,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
24012,AlCl3,Aluminiumklorid,https://pubchem.ncbi.nlm.nih.gov/compound/24012,5,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
24083,MgSO4,Magnesiumsulfat (anhydrat),https://pubchem.ncbi.nlm.nih.gov/compound/24083,0,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
24203,Na2HPO4,Dinatriumhydrogenfosfat,https://pubchem.ncbi.nlm.nih.gov/compound/24203,0,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1723.pdf,safety,false
24203,Na2HPO4,Dinatriumhydrogenfosfat,https://pubchem.ncbi.nlm.nih.gov/compound/24203,1,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
24203,Na2HPO4,Dinatriumhydrogenfosfat,https://pubchem.ncbi.nlm.nih.gov/compound/24203,2,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
24261,SiO2,Kiseldioxid,https://pubchem.ncbi.nlm.nih.gov/compound/24261,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
24261,SiO2,Kiseldioxid,https://pubchem.ncbi.nlm.nih.gov/compound/24261,1,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
24268,NaNO3,Natriumnitrat,https://pubchem.ncbi.nlm.nih.gov/compound/24268,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
24268,NaNO3,Natriumnitrat,https://pubchem.ncbi.nlm.nih.gov/compound/24268,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
24268,NaNO3,Natriumnitrat,https://pubchem.ncbi.nlm.nih.gov/compound/24268,2,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
24380,FeCl3,Järn(III)klorid,https://pubchem.ncbi.nlm.nih.gov/compound/24380,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
24380,FeCl3,Järn(III)klorid,https://pubchem.ncbi.nlm.nih.gov/compound/24380,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
24380,FeCl3,Järn(III)klorid,https://pubchem.ncbi.nlm.nih.gov/compound/24380,2,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1034.pdf,safety,false
24380,FeCl3,Järn(III)klorid,https://pubchem.ncbi.nlm.nih.gov/compound/24380,3,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
24380,FeCl3,Järn(III)klorid,https://pubchem.ncbi.nlm.nih.gov/compound/24380,4,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
24412,K2S2O8,Kaliumpersulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24412,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
24412,K2S2O8,Kaliumpersulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24412,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
24412,K2S2O8,Kaliumpersulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24412,2,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1580.pdf,safety,false
24412,K2S2O8,Kaliumpersulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24412,3,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
24412,K2S2O8,Kaliumpersulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24412,4,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
24414,BaSO4,Bariumsulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24414,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
24414,BaSO4,Bariumsulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24414,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
24414,BaSO4,Bariumsulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24414,2,https://www.nj.gov/health/eoh/rtkweb/documents/fs/4000.pdf,safety,false
24414,BaSO4,Bariumsulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24414,3,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
24414,BaSO4,Bariumsulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24414,4,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
24424,ZnSO4,Zinksulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24424,0,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
24424,ZnSO4,Zinksulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24424,1,https://www.nj.gov/health/eoh/rtkweb/documents/fs/2044.pdf,safety,false
24424,ZnSO4,Zinksulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24424,2,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
24424,ZnSO4,Zinksulfat,https://pubchem.ncbi.nlm.nih.gov/compound/24424,3,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
24434,KNO3,Kaliumnitrat,https://pubchem.ncbi.nlm.nih.gov/compound/24434,0,https://www.cas.org/sites/default/files/documents/chemical-safety-library-terms.pdf,safety,false
24434,KNO3,Kaliumnitrat,https://pubchem.ncbi.nlm.nih.gov/compound/24434,1,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
