cid,hazard_key,display_name,compound_url,candidate_index,candidate_url,candidate_source,likely_sds
944,HNO3,Salpetersyra (HNO3),https://pubchem.ncbi.nlm.nih.gov/compound/944,4,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
944,HNO3,Salpetersyra (HNO3),https://pubchem.ncbi.nlm.nih.gov/compound/944,5,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
1004,H3PO4,Fosforsyra (H3PO4),https://pubchem.ncbi.nlm.nih.gov/compound/1004,0,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
1004,H3PO4,Fosforsyra (H3PO4),https://pubchem.ncbi.nlm.nih.gov/compound/1004,1,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
1004,H3PO4,Fosforsyra (H3PO4),https://pubchem.ncbi.nlm.nih.gov/compound/1004,2,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1516.pdf,safety,false
1004,H3PO4,Fosforsyra (H3PO4),https://pubchem.ncbi.nlm.nih.gov/compound/1004,3,https://www.nj.gov/health/workplacehealthandsafety/documents/right-to-know/rtkact.pdf,safety,false
1004,H3PO4,Fosforsyra (H3PO4),https://pubchem.ncbi.nlm.nih.gov/compound/1004,4,https://www.osha.gov/sites/default/files/publications/OSHA3514.pdf,safety,false
1118,H2SO4,Svavelsyra (H2SO4),https://pubchem.ncbi.nlm.nih.gov/compound/1118,0,https://www.cas.org/sites/default/files/documents/chemical-safety-library-terms.pdf,safety,false
1118,H2SO4,Svavelsyra (H2SO4),https://pubchem.ncbi.nlm.nih.gov/compound/1118,1,https://www.govinfo.gov/content/pkg/CFR-2009-title49-vol2/pdf/CFR-2009-title49-vol2-part171.pdf,safety,false
1118,H2SO4,Svavelsyra (H2SO4),https://pubchem.ncbi.nlm.nih.gov/compound/1118,2,https://www.govinfo.gov/content/pkg/CFR-2020-title49-vol2/pdf/CFR-2020-title49-vol2-part172.pdf,safety,false
1118,H2SO4,Svavelsyra (H2SO4),https://pubchem.ncbi.nlm.nih.gov/compound/1118,3,https://www.nj.gov/health/eoh/rtkweb/documents/fs/1761.pdf,safety,false
